,Unnamed: 0,title,company_name,location,experience,technical_skills,rank,score,country,Company,Glassdoor_rating
175,173,Data Scientist - Pricing Algorithms,Lyft,"Toronto, ON, Canada",Non spécifié,"['Sql', 'Python', 'R']",,,Canada,,
176,174,Data & Analytics Manager,"155 Queens Quay East, Toronto","Toronto, ON, Canada",Non spécifié,"['Dash', 'R', 'Git']",,,Canada,,
177,175,Data Entry Clerk (Part Time) (Remote),Staffing Data Services Agency,Anywhere,Non spécifié,"['Excel', 'R']",,,Anywhere,,
178,176,eCommerce Data & Insights Manager,Nestle Operational Services Worldwide SA,"Montreal, QC, Canada",Non spécifié,"['Tableau', 'Excel', 'Powerbi', 'Sql', 'Dash', 'R', 'Git']",,,Canada,,
179,177,Data Science Associate Intern,Roche,"Mississauga, ON, Canada",Non spécifié,"['Sas', 'Excel', 'Aws', 'R', 'Shiny']",70.0,72.1,Canada,,
180,178,"Data Analyst, Data Analytics",Cardinal Health,"Vaughan, ON, Canada",Non spécifié,"['Tableau', 'Powerbi', 'Sql', 'Aws', 'Dash', 'R', 'Gcp']",,,Canada,,
181,179,Senior Data Engineer- Warehousing,Cadence Solutions,"Edmonton, AB, Canada",Non spécifié,"['Snowflake', 'Sql', 'Aws', 'Redshift', 'R']",,,Canada,,
182,180,Manager - Data Governance - Vancouver,EY,"Vancouver, BC, Canada",Non spécifié,"['Excel', 'R']",,,Canada,,
183,181,"Senior Director, Data Analytics & Evidence Synthesis",EVERSANA,"Burlington, ON, Canada",Non spécifié,"['Excel', 'R', 'Vba']",,,Canada,,
184,182,"Sr. Fullstack Engineer, Data and AI Platform",Rivian,"Vancouver, BC, Canada",Non spécifié,"['Graphql', 'Scala', 'Llm', 'Microservices', 'Aws', 'R', 'Generative ai', 'Java', 'Python']",,,Canada,,
185,183,Data Analyst,VC3,Anywhere,Non spécifié,"['Sql', 'Dash', 'R', 'Scala']",,,Anywhere,,
186,184,Data Engineer- IT,D2L,"Kitchener, ON, Canada",Non spécifié,"['Scala', 'Sql', 'Aws', 'R', 'Python']",,,Canada,,
187,185,Sr Data Engineer,Bank of Montreal,"Toronto, ON, Canada",Non spécifié,"['Azure', 'Sas', 'Excel', 'Powerbi', 'Sql', 'Aws', 'Dash', 'R', 'Python']",,,Canada,,
188,186,Data and AI Industry Analytics Associate Director - Insurance,Accenture,"Toronto, ON, Canada",Non spécifié,"['Git', 'Excel', 'R', 'Spark']",,72.2,Canada,,
189,187,Data Scientist for Product,McAfee,"Waterloo, ON, Canada  (+1 other)",Non spécifié,"['Scala', 'Excel', 'Sql', 'Aws', 'R', 'Python']",,,Canada,,
190,188,Data Scientist,CGI,"Toronto, ON, Canada",Non spécifié,['R'],,,Canada,CGI,"3,8"
191,188,Data Scientist,CGI,"Toronto, ON, Canada",Non spécifié,['R'],,,Canada,CGI,"3,8"
192,188,Data Scientist,CGI,"Toronto, ON, Canada",Non spécifié,['R'],,,Canada,CGI,"3,8"
193,189,Global Data Lab Data Scientist,Prospect33,"Halifax, NS, Canada",Non spécifié,"['Sql', 'Python', 'R', 'Pandas']",,,Canada,,
194,190,Junior Data Scientist,PepsiCo,"Mississauga, ON, Canada",Non spécifié,"['Tableau', 'Sql', 'Hadoop', 'R', 'Python']",,,Canada,,
195,191,"Sr. Fullstack Engineer, Data and AI Platform",Rivian,"Vancouver, BC, Canada",Non spécifié,"['Graphql', 'Scala', 'Llm', 'Microservices', 'Aws', 'R', 'Generative ai', 'Java', 'Python']",,,Canada,,
196,192,Insights Manager - Data & Analytics,Unilever,"Toronto, ON, Canada",Non spécifié,"['Sas', 'Excel', 'Powerbi', 'Sql', 'Dash', 'R', 'Git']",,,Canada,,
197,193,Data Scientist,CGI,"Toronto, ON, Canada",Non spécifié,['R'],,,Canada,CGI,"3,8"
198,193,Data Scientist,CGI,"Toronto, ON, Canada",Non spécifié,['R'],,,Canada,CGI,"3,8"
199,193,Data Scientist,CGI,"Toronto, ON, Canada",Non spécifié,['R'],,,Canada,CGI,"3,8"
200,194,RETAIL DATA COLLECTION ASSOCIATE PART TIME,"CROSSMARK, Inc.","Halifax, NS, Canada",Non spécifié,['R'],,,Canada,,
201,195,"Senior Product Owner, Data POD (Personal Insurance)",Definity Careers,"Waterloo, ON, Canada",Non spécifié,"['Gcp', 'Jira', 'R', 'Scala']",,,Canada,,
202,196,Big Data Developer/Engineer - Hybrid,Citi,"Mississauga, ON, Canada",Non spécifié,"['Snowflake', 'Scala', 'Kafka', 'Excel', 'Sql', 'Aws', 'Hadoop', 'Nosql', 'R', 'Spark', 'Java', 'Git', 'Gcp', 'S3']",,,Canada,,
203,197,"Bilingual Specialist, Data and Reporting",CMHC - SCHL,"Toronto, ON, Canada",Non spécifié,"['Dash', 'R']",,,Canada,,
204,198,"AWS Data Engineer-Toronto, ON",Virtusa Corporation,"Toronto, ON, Canada",Non spécifié,"['Sql', 'Aws', 'Redshift', 'Dash', 'R', 'Python', 'S3']",,,Canada,,
205,199,"Sessional Assistant Professor (CLA): Data Science, Human Computer...",York University,"Toronto, ON, Canada",Non spécifié,['R'],,,Canada,,
206,200,Remote Work Opportunity | Online Data Analyst in Canada,TELUS International AI Inc.,"Montreal, QC, Canada",Non spécifié,"['R', 'Git']",,,Canada,,
207,201,Remote Data Entry Clerk - Data Entry Job,Staffing Data Services Agency,Anywhere,Non spécifié,"['Excel', 'R']",,,Anywhere,,
208,202,Data Engineer,ALTEN Technology USA,"Toronto, ON, Canada",Non spécifié,"['R', 'Aws']",,,Canada,,
209,203,Data Analyst,Luxury Presence,Anywhere,Non spécifié,"['R', 'Git']",,,Anywhere,,
210,204,Senior Data Scientist - Statistics & R Development,BioRender,"Toronto, ON, Canada",Non spécifié,"['Scala', 'Excel', 'Sql', 'Docker', 'Dash', 'R', 'Git']",,,Canada,,
211,205,"Senior Staff Software Engineer, Data Foundations",Sprout Social,Anywhere,Non spécifié,"['Sql', 'R', 'Nosql', 'Java']",,,Anywhere,,
212,206,Coop Student - Business Data Analyst,PartnerRe,"Toronto, ON, Canada",Non spécifié,"['Sql', 'Python', 'R', 'Vba']",,,Canada,,
213,207,Senior Data Analyst-Finance and Revenue Cycle,Forefront Dermatology,"Halifax, NS, Canada",Non spécifié,"['Tableau', 'Scala', 'Azure', 'Sql server', 'Excel', 'Powerbi', 'Sql', 'Jira', 'Dash', 'R', 'Python']",,,Canada,,
214,208,Junior Data Analyst - Consultant,Mott MacDonald,"Vancouver, BC, Canada",Non spécifié,"['Git', 'Sql', 'R', 'Excel']",,,Canada,,
215,209,Data Platform Engineer,LayerZero,"Vancouver, BC, Canada",Non spécifié,"['Scala', 'Aws', 'R', 'Java', 'Git', 'Gcp']",,,Canada,,
216,210,"Online Data Research Analyst | Year 1 OTE $54,000-$108,000+ | 100...",IT Pros,Anywhere,Non spécifié,['R'],,,Anywhere,,
217,211,"Data Developer, Scotiabank",Scotiabank,"Toronto, ON, Canada",Non spécifié,"['Tableau', 'Azure', 'Sql server', 'Excel', 'Powerbi', 'Sas', 'Sql', 'Hadoop', 'Jira', 'Oracle', 'Dash', 'R', 'Git', 'Python', 'Mysql', 'Rest api']",,,Canada,,
218,212,Manager - Data Architecture - Vancouver,EY,"Vancouver, BC, Canada",Non spécifié,"['Snowflake', 'Azure', 'Sql server', 'Excel', 'Sql', 'Oracle', 'R']",,,Canada,,
219,213,Associate,Bank of Montreal,"Toronto, ON, Canada",Non spécifié,"['Tableau', 'Sas', 'Sql', 'Vba', 'R']",,,Canada,,
220,214,Principal Architect (IT Data Solutions Engineer),Healthcare of Ontario Pension Plan Trust Fund Company,Anywhere,Non spécifié,"['Snowflake', 'Azure', 'Excel', 'Aws', 'R', 'Java', 'Git', 'Python']",,,Anywhere,,
221,215,Senior 2 Data Engineer,Life360,Anywhere,Non spécifié,"['Scala', 'Kafka', 'Sql', 'Aws', 'Databricks', 'R', 'Spark', 'Java', 'Git', 'Python']",,,Anywhere,,
222,216,SAP Data Analyst - Western Canada CIC,IBM,"Calgary, AB, Canada",Non spécifié,"['Excel', 'R', 'Git']",52.0,72.9,Canada,,
223,217,"Staff Data Scientist, Strategic Planning & Forecasting",Course Hero,"Vancouver, BC, Canada",Non spécifié,"['Tableau', 'Airflow', 'Sql', 'Aws', 'Bigquery', 'R', 'Spark', 'Python', 'S3']",,,Canada,,
224,218,Data Quality Assurance,CPKC,"Calgary, AB, Canada",Non spécifié,"['Sas', 'Excel', 'Sql', 'R', 'Python']",,,Canada,,
225,219,"Maximo Data Analyst/Excel Specialist (Hybrid: Regina, Saskatchewan)",Enbridge,"Regina, SK, Canada",Non spécifié,"['Sas', 'Sql', 'R', 'Excel']",,,Canada,,
226,220,Data Manager (M/F),ENGIE,"Courbevoie, France",Non spécifié,"['R', 'Git']",,,France,ENGIE,"3,9"
227,220,Data Manager (M/F),ENGIE,"Courbevoie, France",Non spécifié,"['R', 'Git']",,,France,ENGIE,"3,9"
228,221,Data Scientist m/f,3510 AIRBUS SAS,Anywhere,Non spécifié,"['Python', 'R', 'Gitlab', 'Git']",,,Anywhere,,
229,222,R&D Data Science Intern,SCOR,"Paris, France",Non spécifié,"['Nlp', 'R', 'Llm']",,,France,,
230,223,Principal Data Engineer,Ogury,"Paris, France",Non spécifié,"['Snowflake', 'Scala', 'Kafka', 'Airflow', 'Excel', 'Sql', 'Aws', 'R', 'Jenkins', 'Python']",,,France,,
231,224,"Data Analyst – Data Integration Department – WOAH HQ Paris, France",World Organisation for Animal Health,France,Non spécifié,"['Excel', 'Powerbi', 'Sql', 'R', 'Git', 'Python']",,,France,,
232,225,Data Science & Machine Learning Intern,Back Market,"Paris, France",Non spécifié,"['Generative ai', 'Python', 'R', 'Llm']",,,France,Back Market,"4,0"
233,225,Data Science & Machine Learning Intern,Back Market,"Paris, France",Non spécifié,"['Generative ai', 'Python', 'R', 'Llm']",,,France,Back Market,"4,0"
234,226,"Data Scientist (full time, all seniority levels) - QuantumBlack",McKinsey & Company,"Paris, France",Non spécifié,"['Sql', 'Python', 'R', 'Excel']",,,France,McKinsey & Company,"4,2"
235,227,Data Analyst - All Genders,(0122) Sanofi Winthrop Industrie,Anywhere,Non spécifié,"['Snowflake', 'Excel', 'Sql', 'Aws', 'R', 'Git']",,,Anywhere,,
236,228,Stage - Data/Business Analyst Sales Force Effectiveness (H/F),BD,"Eybens, France",Non spécifié,"['Excel', 'Tableau', 'R']",,,France,,
237,229,Data Scientist,AXA Group,"Puteaux, France",Non spécifié,"['Excel', 'R', 'Nlp', 'Git', 'Python']",,,France,,
238,230,Internship - Business Data Analyst,CMA CGM,"Marseille, France",Non spécifié,"['Excel', 'R']",,,France,,
239,231,Data Engineer with DBT,K2 Partnering,France,Non spécifié,"['Git', 'R', 'Azure']",,,France,,
240,232,Data Scientist & Automation Engineer Intern (Tech & Product Team),Greenly,"Paris, France",Non spécifié,['R'],,,France,,
241,233,Study Data Manager (Paris),EBMT,Anywhere,Non spécifié,['R'],,,Anywhere,,
242,234,Global Data Market intelligence manager,bioMerieux SA Career Site - MULTI-LINGUAL,"Marcy-l'Étoile, France",Non spécifié,"['Excel', 'Tableau', 'R']",,,France,,
243,235,Operations Data Analyst Intern (M/F/X),HelloFresh,"Paris, France",Non spécifié,"['Sql', 'Python', 'R', 'Excel']",,,France,,
244,236,"Expert, Data Scientist Generative AI / Deep Learning",Schneider Electric,"Rueil-Malmaison, France",Non spécifié,"['Azure', 'Llm', 'Excel', 'Databricks', 'R', 'Nlp', 'Generative ai', 'Git', 'Python']",,,France,,
245,237,Data Analyst w/m,DataDome,"Paris, France",Non spécifié,"['Elasticsearch', 'Scala', 'Kafka', 'Aws', 'Docker', 'R', 'Kibana', 'Git', 'Gcp']",,,France,,
246,238,Senior Data Engineer,Swapcard,"Lyon, France",Non spécifié,"['Tableau', 'Sql', 'Aws', 'Docker', 'R', 'Python']",,,France,,
247,239,Data Product Lead - Brand and Consumer,Mars,"Aimargues, France",Non spécifié,"['Excel', 'R', 'Azure']",,,France,,
248,240,Data Analyst internship,PGBPGNGLOBAL,"Paris, France",Non spécifié,"['Excel', 'R']",,,France,,
249,241,Data & Digital product owner M/F,Nestlé Operational Services Worldwide SA GTP,"Issy-les-Moulineaux, France",Non spécifié,"['R', 'Git']",94.0,71.0,France,,
250,242,MBES Data Processor,Atlas Professionals,France,Non spécifié,['R'],,,France,,
251,243,Data Scientist H/F - stage,MSD,"Paris, France",Non spécifié,"['Python', 'Tableau', 'R', 'Excel']",,,France,MSD,"4,1"
252,244,Data Integration Specialist,Sweep,"Paris, France",Non spécifié,"['Sql', 'Python', 'R', 'Excel']",,,France,,
253,245,SOFTWARE DEVELOPER FOR DATA AUTOMATION,The European Synchrotron (ESRF),"Grenoble, France",Non spécifié,"['Python', 'R']",,,France,,
254,246,Data Scientist / Engineer,Shift Technology,France,Non spécifié,"['Sql', 'Elasticsearch', 'R', 'Excel']",,,France,Shift Technology,"4,2"
255,246,Data Scientist / Engineer,Shift Technology,France,Non spécifié,"['Sql', 'Elasticsearch', 'R', 'Excel']",,,France,Shift Technology,"4,2"
256,246,Data Scientist / Engineer,Shift Technology,France,Non spécifié,"['Sql', 'Elasticsearch', 'R', 'Excel']",,,France,Shift Technology,"4,2"
257,247,Senior Data Scientist,Bigblue,"Paris, France",Non spécifié,"['Llm', 'Azure', 'Sql', 'R', 'Python']",,,France,,
258,248,"Intern, Data Engineering",DNA Script,"Le Kremlin-Bicêtre, France",Non spécifié,"['Excel', 'Powerbi', 'Sql', 'Aws', 'R', 'Python']",,,France,,
259,249,Product Data Scientist Intern,Criteo,"Paris, France",Non spécifié,"['Scala', 'Excel', 'Sql', 'R', 'Git', 'Python']",,,France,,
260,250,SOFTWARE DEVELOPER FOR DATA AUTOMATION,The European Synchrotron (ESRF),"Grenoble, France",Non spécifié,"['Python', 'R']",,,France,,
261,251,Chief Data & AI Officer,Mirakl,"Paris, France",Non spécifié,"['Airflow', 'Sql', 'Aws', 'Keras', 'Databricks', 'R', 'Spark', 'Tensorflow', 'Python', 'S3']",,,France,,
262,252,"HR Data Analyst (m/f), Toulouse",Airbus Group - Airbus Defence & Space,"Toulouse, France",Non spécifié,['R'],63.0,72.5,France,,
263,253,HR Data Analyst (H/F),Airbus,France,Non spécifié,"['R', 'Scala', 'Git']",63.0,72.5,France,,
264,254,Senior Engineering Manager - Data Products,PriceHubble,"Paris, France",Non spécifié,"['Scala', 'Azure', 'Airflow', 'Excel', 'Aws', 'Docker', 'R', 'Spark', 'Gcp', 'Python']",,,France,,
265,255,Director of Product Management - Data Science,Dataiku,Anywhere,Non spécifié,"['R', 'Aws', 'Dataiku']",,,Anywhere,Dataiku,"3,8"
266,255,Director of Product Management - Data Science,Dataiku,Anywhere,Non spécifié,"['R', 'Aws', 'Dataiku']",,,Anywhere,Dataiku,"3,8"
267,255,Director of Product Management - Data Science,Dataiku,Anywhere,Non spécifié,"['R', 'Aws', 'Dataiku']",,,Anywhere,Dataiku,"3,8"
268,256,Data Analyste Senior Power BI (H/F),Cognizant Technology Solutions,"Paris, France",Non spécifié,"['R', 'Azure']",,,France,,
269,257,Data Manager Lead M/W,Accor,"Issy-les-Moulineaux, France",Non spécifié,"['Tableau', 'Snowflake', 'Excel', 'Sql', 'R', 'Git', 'Python']",,72.4,France,,
270,258,Global Data Market intelligence manager,bioMerieux SA Career Site - MULTI-LINGUAL,"Marcy-l'Étoile, France",Non spécifié,"['Excel', 'Tableau', 'R']",,,France,,
271,259,HR Data Analyst (M/F),3510 AIRBUS SAS,Anywhere,Non spécifié,"['R', 'Scala', 'Git']",,,Anywhere,,
272,260,Data Analyst Intern - Buy Now Pay Later,PayPal,France,Non spécifié,"['Excel', 'R', 'Git']",42.0,73.6,France,,
273,261,Senior Data Engineer,GitGuardian,France,Non spécifié,"['Tableau', 'Snowflake', 'Scala', 'Mongodb', 'Elasticsearch', 'Sql', 'Aws', 'Talend', 'Nosql', 'Docker', 'R', 'Git', 'Python', 'Kubernetes', 'Gitlab']",,,France,,
274,262,Data Engineer III - Azure,Capgemini,Anywhere,Non spécifié,"['Scala', 'Azure', 'Sql', 'Spark', 'R', 'Python']",,76.7,Anywhere,,
275,263,Chief Data & AI Officer,Mirakl,"Paris, France",Non spécifié,"['Airflow', 'Sql', 'Aws', 'Keras', 'Databricks', 'R', 'Spark', 'Tensorflow', 'Python', 'S3']",,,France,,
276,264,Lead Data Engineer - remote friendly,Qonto,"Paris, France",Non spécifié,"['Snowflake', 'Airflow', 'Excel', 'R', 'Git', 'Python', 'Kubernetes', 'S3', 'Elk']",,,France,,
277,265,Senior Software Engineer - Data Reliability,Datadog,"Paris, France",Non spécifié,"['Elasticsearch', 'Scala', 'Kafka', 'Azure', 'Mongodb', 'Cassandra', 'Aws', 'R', 'Gcp']",,,France,Datadog,"3,9"
278,266,Data Scientist,Data&Data,"Paris, France",Non spécifié,"['Azure', 'Sql', 'Hadoop', 'Nosql', 'R', 'Python']",,,France,,
279,267,Data Science lead,Giskard,Anywhere,Non spécifié,"['Python', 'R', 'Tensorflow', 'Git']",,,Anywhere,,
280,268,HR Data Analyst (M/F),3510 AIRBUS SAS,Anywhere,Non spécifié,"['R', 'Scala', 'Git']",,,Anywhere,,
281,269,Data Engineer,elobau GmbH & Co. KG,France,Non spécifié,"['Git', 'R', 'Azure']",,,France,,
282,270,ALTERNATE Data Analyst (M/F),Allianz,"Courbevoie, France",Non spécifié,['R'],,67.7,France,,
283,271,Stagiaire / Intern NLP Data Scientist : Country Risk,QuantCube Technology,"Paris, France",Non spécifié,"['Nlp', 'R']",,,France,,
284,272,Chief Data Officer,CXG,"Paris, France",Non spécifié,"['Tableau', 'Snowflake', 'Scala', 'Azure', 'Llm', 'Excel', 'Sql', 'Aws', 'R', 'Python']",,,France,,
285,273,Data Product Manager F/H,BeBlocks,"Paris, France",Non spécifié,"['R', 'Git']",,,France,,
286,274,Analytics Strategy Lead,Roche,"Paris, France   (+5 others)",Non spécifié,"['Excel', 'R', 'Git']",70.0,72.1,France,,
287,275,Chemoinformatics Data Engineer  (M/F),Qubit Pharmaceuticals,"Paris, France",Non spécifié,"['Sql', 'R', 'Git', 'Python', 'Gitlab']",,,France,Qubit Pharmaceuticals,
288,276,Manager of Customer Success,Akeneo,"Paris, France   (+3 others)",Non spécifié,"['Scala', 'Excel', 'Jira', 'R', 'Git']",,,France,,
289,277,Senior Data Business Analyst,K2 Partnering,"Puteaux, France",Non spécifié,"['Azure', 'Sql', 'Oracle', 'R', 'Spark', 'Databricks']",,,France,,
290,278,QAD Data Management Consultant,Next Ventures,"Paris, France",Non spécifié,['Non spécifié'],,,France,,
291,279,Systems Engineering Tools & Data Manager,SPX Flow,France,Non spécifié,"['Azure', 'Sql server', 'Excel', 'Sql', 'R', 'Git', 'Python']",,,France,,
292,280,"HR Data Analyst (m/f), Toulouse",Airbus Group - Airbus Defence & Space,"Toulouse, France",Non spécifié,['R'],63.0,72.5,France,,
293,281,Data Analyst - apprentice/intern,PayFit,Anywhere,Non spécifié,"['Tableau', 'Sql', 'R', 'Git', 'Python']",,,Anywhere,,
294,282,Data Visualization and Analytics Lead - All Genders,(0122) Sanofi Winthrop Industrie,Anywhere,Non spécifié,"['Tableau', 'Scala', 'Azure', 'Excel', 'Aws', 'R', 'Git', 'Python']",,,Anywhere,,
295,283,Data Engineer (H/F),Thales,"Brest, France",Non spécifié,"['Elasticsearch', 'Kafka', 'Cassandra', 'Sql', 'Hadoop', 'Docker', 'Kanban', 'R', 'Spark', 'Git', 'Python']",,84.9,France,,
296,284,Surveyor/Field Data Analyst,TSMG,"Rouen, France",Non spécifié,"['Excel', 'R']",,,France,,
297,285,Data Analyst,Vision India,France  (+1 other),Non spécifié,['R'],,,France,,
298,286,Data Architect Lead,AXA Group,"Paris, France",Non spécifié,['R'],,,France,,
299,287,Director of Product Management - Data Science,Dataiku,Anywhere,Non spécifié,"['R', 'Aws', 'Dataiku']",,,Anywhere,Dataiku,"3,8"
300,287,Director of Product Management - Data Science,Dataiku,Anywhere,Non spécifié,"['R', 'Aws', 'Dataiku']",,,Anywhere,Dataiku,"3,8"
301,287,Director of Product Management - Data Science,Dataiku,Anywhere,Non spécifié,"['R', 'Aws', 'Dataiku']",,,Anywhere,Dataiku,"3,8"
302,288,Data Architect - Senior,Alter Solutions,"Paris, France",Non spécifié,"['Databricks', 'Powerbi', 'R', 'Spark']",,,France,,
303,289,"Data, Low Code & Automations Intern (Sustainability)",Greenly,"Paris, France",Non spécifié,"['Sql', 'R', 'Scala']",,,France,,
304,290,Software Engineer Intern - Data Drift at Large (MLOps),Dataiku,"Paris, France",Non spécifié,"['Python', 'R', 'Dataiku', 'Llm']",,,France,Dataiku,"3,8"
305,290,Software Engineer Intern - Data Drift at Large (MLOps),Dataiku,"Paris, France",Non spécifié,"['Python', 'R', 'Dataiku', 'Llm']",,,France,Dataiku,"3,8"
306,290,Software Engineer Intern - Data Drift at Large (MLOps),Dataiku,"Paris, France",Non spécifié,"['Python', 'R', 'Dataiku', 'Llm']",,,France,Dataiku,"3,8"
307,291,Data Governance Analyst,Citigroup,"Paris, France",Non spécifié,"['Excel', 'R']",,,France,,
308,292,"Lead Data Scientist, Insurance Industry - BCG X",Boston Consulting Group,"Paris, France   (+9 others)",Non spécifié,"['Scala', 'R', 'Spark', 'Git', 'Python']",,,France,Boston Consulting Group,"4,3"
309,293,"Data Engineer, Wirtschaftsinformatiker/in",elobau GmbH & Co. KG,"Paris, France",Non spécifié,"['Git', 'R', 'Azure']",,,France,,
310,294,Data Analytics Manager - Safer Gaming H/F,Betclic Group,Anywhere,Non spécifié,"['Tableau', 'Snowflake', 'Airflow', 'Excel', 'Sql', 'R', 'Git', 'Python']",,,Anywhere,,
311,295,Surveyor/Field Data Analyst,TSMG,"Rouen, France",Non spécifié,"['Excel', 'R']",,,France,,
312,296,Data Curation Engineer,Owkin,"Paris, France",Non spécifié,"['Excel', 'Sql', 'R', 'Git', 'Python']",,,France,,
313,297,Chef de projet data,Enel X,"Île-de-France, France",Non spécifié,['R'],,,France,,
314,298,Junior Data Engineer,Constellium,France,Non spécifié,"['Azure', 'Sql', 'R', 'Git', 'Python']",,,France,Constellium,"4,1"
315,299,Data Engineer (H/F),Thales,"Antibes, France",Non spécifié,"['Scala', 'Kafka', 'Azure', 'Mongodb', 'Cassandra', 'Sql', 'Aws', 'Hadoop', 'Nosql', 'Oracle', 'R', 'Spark', 'Gcp', 'S3']",,84.9,France,,
316,300,"Senior Product Manager, Data Products & Services at Mobilisights",Stellantis,"Poissy, France",Non spécifié,"['R', 'Git']",,81.1,France,,
317,301,Data Privacy Analyst,AXA Group,"Paris, France",Non spécifié,"['R', 'Aws']",,,France,,
318,302,Clinical Data Manager (H/F),FR10093-ALSINT AIR LIQUIDE SANTE INTERNATIONAL,Anywhere,Non spécifié,"['Excel', 'R', 'Git']",,,Anywhere,,
319,303,Surveyor/Field Data Analyst,TSMG,"Bordeaux, France",Non spécifié,"['Excel', 'R']",,,France,,
320,304,Data analyst - apprenticeship/internship,PayFit,"Paris, France",Non spécifié,"['Tableau', 'Excel', 'Sql', 'R', 'Python']",,,France,,
321,305,Data Scientist Intern,Dassault Systèmes,"Vélizy-Villacoublay, France",Non spécifié,"['Llm', 'Excel', 'R', 'Nlp', 'Generative ai', 'Git', 'Python']",,72.5,France,Dassault Systèmes,"3,9"
322,305,Data Scientist Intern,Dassault Systèmes,"Vélizy-Villacoublay, France",Non spécifié,"['Llm', 'Excel', 'R', 'Nlp', 'Generative ai', 'Git', 'Python']",,72.5,France,Dassault Systèmes,"3,9"
323,305,Data Scientist Intern,Dassault Systèmes,"Vélizy-Villacoublay, France",Non spécifié,"['Llm', 'Excel', 'R', 'Nlp', 'Generative ai', 'Git', 'Python']",,72.5,France,Dassault Systèmes,"3,9"
324,305,Data Scientist Intern,Dassault Systèmes,"Vélizy-Villacoublay, France",Non spécifié,"['Llm', 'Excel', 'R', 'Nlp', 'Generative ai', 'Git', 'Python']",,72.5,France,Dassault Systèmes,"3,9"
325,305,Data Scientist Intern,Dassault Systèmes,"Vélizy-Villacoublay, France",Non spécifié,"['Llm', 'Excel', 'R', 'Nlp', 'Generative ai', 'Git', 'Python']",,72.5,France,Dassault Systèmes,"3,9"
326,305,Data Scientist Intern,Dassault Systèmes,"Vélizy-Villacoublay, France",Non spécifié,"['Llm', 'Excel', 'R', 'Nlp', 'Generative ai', 'Git', 'Python']",,72.5,France,Dassault Systèmes,"3,9"
327,305,Data Scientist Intern,Dassault Systèmes,"Vélizy-Villacoublay, France",Non spécifié,"['Llm', 'Excel', 'R', 'Nlp', 'Generative ai', 'Git', 'Python']",,72.5,France,Dassault Systèmes,"3,9"
328,306,Confirmed Data Analyst - Data Capabilities,BlaBlaCar,Anywhere,Non spécifié,"['Sql', 'Tableau', 'R', 'Excel']",,,Anywhere,,
329,307,Data Scientist,ENGIE Laborelec,"Orléans, France",Non spécifié,"['Python', 'R', 'Git']",,,France,,
330,308,Stagiaire / Intern NLP Data Scientist : Country Risk,QuantCube Technology,"Paris, France",Non spécifié,"['Nlp', 'R']",,,France,,
331,309,Senior Data Engineer,Teads,"Montpellier, France",Non spécifié,"['Scala', 'Kafka', 'Cassandra', 'Sql', 'Aws', 'Nosql', 'R', 'Spark']",,,France,Teads,"4,2"
332,310,Data Analyst - Innovation / Digital / Projet / Organisation - La...,Societe Generale,France,Non spécifié,"['Git', 'Python', 'R', 'Spark']",,,France,,
333,311,Climate & Life Cycle Analysis Manager (F/M/X),Mars,"Aimargues, France",Non spécifié,['R'],,,France,,
334,312,Business Performance and Data Insights Manager - Europe CEO Office,Visa,"Paris, France",Non spécifié,"['Tableau', 'Excel', 'Powerbi', 'Sql', 'R', 'Git']",32.0,74.1,France,,
335,313,Data analyste (H/F),Systra,"Paris, France",Non spécifié,"['Tableau', 'Sql server', 'Excel', 'Sql', 'Aws', 'Keras', 'R', 'Spark', 'Tensorflow', 'Git', 'Python']",,,France,,
336,314,Investment & Finance Data Analyst,AXA Group,"Puteaux, France",Non spécifié,"['Python', 'R']",,,France,,
337,315,"Data Analyst, Lyft Media",Lyft,"Flexanville, France",Non spécifié,"['Tableau', 'Excel', 'Sql', 'Jira', 'R', 'Git']",,,France,,
338,316,Internship - Data Analysis H/F,Malt,Anywhere,Non spécifié,"['Sql', 'Python', 'R', 'Generative ai']",,,Anywhere,,
339,317,Fraud Investigations Data Analyst,Stripe,"Paris, France",Non spécifié,"['Sql', 'Python', 'R']",,,France,,
340,318,Global Digital Measurement and Data Lead,Phifer & Company,"Paris, France",Non spécifié,"['R', 'Git']",,,France,,
341,319,STAGE - Data Visualisation (H/F),Engie,"Saint-Denis, France",Non spécifié,['R'],,,France,,
342,320,Data Scientist - Apprentice,FR01 VALEO MANAGEMENT SERVICES,Anywhere,Non spécifié,"['Sql', 'Python', 'R', 'Excel']",,,Anywhere,,
343,321,Internship - Financial Data Analyst - (M/F) - January 2024,AXA Group,"Puteaux, France",Non spécifié,"['Excel', 'R']",,,France,,
344,322,Remote Data Entry Specialist at The Elite Job,HR Admin,Anywhere,Non spécifié,"['Excel', 'R']",,,Anywhere,,
345,323,Software Engineer Python / Vue JS,Akeneo,"Paris, France  (+1 other)",Non spécifié,"['Git', 'Jira', 'R', 'Kubernetes', 'Python']",,,France,,
346,324,Stagiaire Data Analyst,Thales,"Moirans, France",Non spécifié,"['Sql', 'Python', 'R']",,84.9,France,,
347,325,Manager Data Platform,Audemars Piguet,"Saint-Maurice-Crillat, France",Non spécifié,"['Excel', 'R']",,,France,,
348,326,Construction Schedule Manager,DATA4 - Smart Data Centers at Scale,"Marcoussis, France",Non spécifié,"['Oracle', 'Excel', 'R']",,,France,,
