,title,company_name,location,experience,technical_skills,rank,score,country
194,RETAIL DATA COLLECTION ASSOCIATE PART TIME,"CROSSMARK, Inc.","Halifax, NS, Canada",Non spécifié,['r'],,,Canada
195,"Senior Product Owner, Data POD (Personal Insurance)",Definity Careers,"Waterloo, ON, Canada",Non spécifié,"['r', 'jira', 'gcp', 'scala']",,,Canada
196,Big Data Developer/Engineer - Hybrid,Citi,"Mississauga, ON, Canada",Non spécifié,"['spark', 'gcp', 'kafka', 'r', 'snowflake', 'nosql', 'excel', 's3', 'sql', 'aws', 'scala', 'git', 'hadoop', 'java']",,,Canada
197,"Bilingual Specialist, Data and Reporting",CMHC - SCHL,"Toronto, ON, Canada",Non spécifié,"['r', 'dash']",,,Canada
198,"AWS Data Engineer-Toronto, ON",Virtusa Corporation,"Toronto, ON, Canada",Non spécifié,"['redshift', 'r', 's3', 'sql', 'aws', 'dash', 'python']",,,Canada
199,"Sessional Assistant Professor (CLA): Data Science, Human Computer...",York University,"Toronto, ON, Canada",Non spécifié,['r'],,,Canada
200,Remote Work Opportunity | Online Data Analyst in Canada,TELUS International AI Inc.,"Montreal, QC, Canada",Non spécifié,"['r', 'git']",,,Canada
201,Remote Data Entry Clerk - Data Entry Job,Staffing Data Services Agency,Anywhere,Non spécifié,"['r', 'excel']",,,Anywhere
202,Data Engineer,ALTEN Technology USA,"Toronto, ON, Canada",Non spécifié,"['r', 'aws']",,,Canada
203,Data Analyst,Luxury Presence,Anywhere,Non spécifié,"['r', 'git']",,,Anywhere
204,Senior Data Scientist - Statistics & R Development,BioRender,"Toronto, ON, Canada",Non spécifié,"['r', 'docker', 'excel', 'sql', 'scala', 'dash', 'git']",,,Canada
205,"Senior Staff Software Engineer, Data Foundations",Sprout Social,Anywhere,Non spécifié,"['java', 'r', 'sql', 'nosql']",,,Anywhere
206,Coop Student - Business Data Analyst,PartnerRe,"Toronto, ON, Canada",Non spécifié,"['r', 'vba', 'sql', 'python']",,,Canada
207,Senior Data Analyst-Finance and Revenue Cycle,Forefront Dermatology,"Halifax, NS, Canada",Non spécifié,"['jira', 'azure', 'tableau', 'r', 'sql server', 'excel', 'sql', 'powerbi', 'dash', 'scala', 'python']",,,Canada
208,Junior Data Analyst - Consultant,Mott MacDonald,"Vancouver, BC, Canada",Non spécifié,"['r', 'excel', 'git', 'sql']",,,Canada
209,Data Platform Engineer,LayerZero,"Vancouver, BC, Canada",Non spécifié,"['gcp', 'r', 'aws', 'scala', 'git', 'java']",,,Canada
210,"Online Data Research Analyst | Year 1 OTE $54,000-$108,000+ | 100...",IT Pros,Anywhere,Non spécifié,['r'],,,Anywhere
211,"Data Developer, Scotiabank",Scotiabank,"Toronto, ON, Canada",Non spécifié,"['jira', 'azure', 'rest api', 'tableau', 'r', 'sql server', 'mysql', 'excel', 'oracle', 'sql', 'powerbi', 'dash', 'git', 'hadoop', 'sas', 'python']",,,Canada
212,Manager - Data Architecture - Vancouver,EY,"Vancouver, BC, Canada",Non spécifié,"['azure', 'r', 'sql server', 'snowflake', 'excel', 'oracle', 'sql']",,,Canada
213,Associate,Bank of Montreal,"Toronto, ON, Canada",Non spécifié,"['tableau', 'r', 'vba', 'sql', 'sas']",,,Canada
214,Principal Architect (IT Data Solutions Engineer),Healthcare of Ontario Pension Plan Trust Fund Company,Anywhere,Non spécifié,"['azure', 'r', 'snowflake', 'excel', 'aws', 'git', 'java', 'python']",,,Anywhere
215,Senior 2 Data Engineer,Life360,Anywhere,Non spécifié,"['spark', 'kafka', 'r', 'databricks', 'sql', 'aws', 'scala', 'git', 'java', 'python']",,,Anywhere
216,SAP Data Analyst - Western Canada CIC,IBM,"Calgary, AB, Canada",Non spécifié,"['r', 'excel', 'git']",52.,72.9,Canada
217,"Staff Data Scientist, Strategic Planning & Forecasting",Course Hero,"Vancouver, BC, Canada",Non spécifié,"['spark', 'tableau', 'r', 'airflow', 'bigquery', 's3', 'sql', 'aws', 'python']",,,Canada
218,Data Quality Assurance,CPKC,"Calgary, AB, Canada",Non spécifié,"['r', 'excel', 'sql', 'sas', 'python']",,,Canada
219,"Maximo Data Analyst/Excel Specialist (Hybrid: Regina, Saskatchewan)",Enbridge,"Regina, SK, Canada",Non spécifié,"['r', 'excel', 'sas', 'sql']",,,Canada
220,Data Manager (M/F),ENGIE,"Courbevoie, France",Non spécifié,"['r', 'git']",,,France
221,Data Scientist m/f,3510 AIRBUS SAS,Anywhere,Non spécifié,"['gitlab', 'r', 'git', 'python']",,,Anywhere
222,R&D Data Science Intern,SCOR,"Paris, France",Non spécifié,"['r', 'llm', 'nlp']",,,France
223,Principal Data Engineer,Ogury,"Paris, France",Non spécifié,"['kafka', 'r', 'airflow', 'snowflake', 'jenkins', 'excel', 'sql', 'aws', 'scala', 'python']",,,France
224,"Data Analyst – Data Integration Department – WOAH HQ Paris, France",World Organisation for Animal Health,France,Non spécifié,"['r', 'excel', 'powerbi', 'sql', 'git', 'python']",,,France
225,Data Science & Machine Learning Intern,Back Market,"Paris, France",Non spécifié,"['r', 'llm', 'generative ai', 'python']",,,France
226,"Data Scientist (full time, all seniority levels) - QuantumBlack",McKinsey & Company,"Paris, France",Non spécifié,"['r', 'excel', 'sql', 'python']",,,France
227,Data Analyst - All Genders,(0122) Sanofi Winthrop Industrie,Anywhere,Non spécifié,"['r', 'snowflake', 'excel', 'sql', 'aws', 'git']",,,Anywhere
228,Stage - Data/Business Analyst Sales Force Effectiveness (H/F),BD,"Eybens, France",Non spécifié,"['tableau', 'r', 'excel']",,,France
229,Data Scientist,AXA Group,"Puteaux, France",Non spécifié,"['r', 'nlp', 'excel', 'git', 'python']",,,France
230,Internship - Business Data Analyst,CMA CGM,"Marseille, France",Non spécifié,"['r', 'excel']",,,France
231,Data Engineer with DBT,K2 Partnering,France,Non spécifié,"['r', 'git', 'azure']",,,France
232,Data Scientist & Automation Engineer Intern (Tech & Product Team),Greenly,"Paris, France",Non spécifié,['r'],,,France
233,Study Data Manager (Paris),EBMT,Anywhere,Non spécifié,['r'],,,Anywhere
234,Global Data Market intelligence manager,bioMerieux SA Career Site - MULTI-LINGUAL,"Marcy-l'Étoile, France",Non spécifié,"['tableau', 'r', 'excel']",,,France
235,Operations Data Analyst Intern (M/F/X),HelloFresh,"Paris, France",Non spécifié,"['r', 'excel', 'sql', 'python']",,,France
236,"Expert, Data Scientist Generative AI / Deep Learning",Schneider Electric,"Rueil-Malmaison, France",Non spécifié,"['generative ai', 'azure', 'r', 'nlp', 'databricks', 'llm', 'excel', 'git', 'python']",,,France
237,Data Analyst w/m,DataDome,"Paris, France",Non spécifié,"['kibana', 'gcp', 'kafka', 'r', 'aws', 'docker', 'elasticsearch', 'scala', 'git']",,,France
238,Senior Data Engineer,Swapcard,"Lyon, France",Non spécifié,"['tableau', 'r', 'docker', 'sql', 'aws', 'python']",,,France
239,Data Product Lead - Brand and Consumer,Mars,"Aimargues, France",Non spécifié,"['r', 'excel', 'azure']",,,France
240,Data Analyst internship,PGBPGNGLOBAL,"Paris, France",Non spécifié,"['r', 'excel']",,,France
241,Data & Digital product owner M/F,Nestlé Operational Services Worldwide SA GTP,"Issy-les-Moulineaux, France",Non spécifié,"['r', 'git']",94.,71.0,France
242,MBES Data Processor,Atlas Professionals,France,Non spécifié,['r'],,,France
243,Data Scientist H/F - stage,MSD,"Paris, France",Non spécifié,"['tableau', 'r', 'excel', 'python']",,,France
244,Data Integration Specialist,Sweep,"Paris, France",Non spécifié,"['r', 'excel', 'sql', 'python']",,,France
245,SOFTWARE DEVELOPER FOR DATA AUTOMATION,The European Synchrotron (ESRF),"Grenoble, France",Non spécifié,"['r', 'python']",,,France
246,Data Scientist / Engineer,Shift Technology,France,Non spécifié,"['r', 'elasticsearch', 'excel', 'sql']",,,France
247,Senior Data Scientist,Bigblue,"Paris, France",Non spécifié,"['azure', 'r', 'llm', 'sql', 'python']",,,France
248,"Intern, Data Engineering",DNA Script,"Le Kremlin-Bicêtre, France",Non spécifié,"['r', 'aws', 'excel', 'powerbi', 'sql', 'python']",,,France
249,Product Data Scientist Intern,Criteo,"Paris, France",Non spécifié,"['r', 'excel', 'sql', 'scala', 'git', 'python']",,,France
250,SOFTWARE DEVELOPER FOR DATA AUTOMATION,The European Synchrotron (ESRF),"Grenoble, France",Non spécifié,"['r', 'python']",,,France
251,Chief Data & AI Officer,Mirakl,"Paris, France",Non spécifié,"['spark', 'tensorflow', 'r', 'airflow', 'databricks', 's3', 'sql', 'aws', 'keras', 'python']",,,France
252,"HR Data Analyst (m/f), Toulouse",Airbus Group - Airbus Defence & Space,"Toulouse, France",Non spécifié,['r'],63.,72.5,France
253,HR Data Analyst (H/F),Airbus,France,Non spécifié,"['r', 'git', 'scala']",63.,72.5,France
254,Senior Engineering Manager - Data Products,PriceHubble,"Paris, France",Non spécifié,"['spark', 'azure', 'gcp', 'r', 'airflow', 'docker', 'excel', 'aws', 'scala', 'python']",,,France
255,Director of Product Management - Data Science,Dataiku,Anywhere,Non spécifié,"['r', 'dataiku', 'aws']",,,Anywhere
256,Data Analyste Senior Power BI (H/F),Cognizant Technology Solutions,"Paris, France",Non spécifié,"['r', 'azure']",,,France
257,Data Manager Lead M/W,Accor,"Issy-les-Moulineaux, France",Non spécifié,"['tableau', 'r', 'snowflake', 'excel', 'sql', 'git', 'python']",,,France
258,Global Data Market intelligence manager,bioMerieux SA Career Site - MULTI-LINGUAL,"Marcy-l'Étoile, France",Non spécifié,"['tableau', 'r', 'excel']",,,France
259,HR Data Analyst (M/F),3510 AIRBUS SAS,Anywhere,Non spécifié,"['r', 'git', 'scala']",,,Anywhere
260,Data Analyst Intern - Buy Now Pay Later,PayPal,France,Non spécifié,"['r', 'excel', 'git']",42.,73.6,France
261,Senior Data Engineer,GitGuardian,France,Non spécifié,"['gitlab', 'tableau', 'r', 'talend', 'docker', 'elasticsearch', 'mongodb', 'snowflake', 'nosql', 'sql', 'aws', 'scala', 'git', 'kubernetes', 'python']",,,France
262,Data Engineer III - Azure,Capgemini,Anywhere,Non spécifié,"['spark', 'azure', 'r', 'sql', 'scala', 'python']",,,Anywhere
263,Chief Data & AI Officer,Mirakl,"Paris, France",Non spécifié,"['spark', 'tensorflow', 'r', 'airflow', 'databricks', 's3', 'sql', 'aws', 'keras', 'python']",,,France
264,Lead Data Engineer - remote friendly,Qonto,"Paris, France",Non spécifié,"['r', 'airflow', 'snowflake', 'excel', 's3', 'elk', 'git', 'kubernetes', 'python']",,,France
265,Senior Software Engineer - Data Reliability,Datadog,"Paris, France",Non spécifié,"['azure', 'gcp', 'kafka', 'r', 'aws', 'elasticsearch', 'mongodb', 'cassandra', 'scala']",,,France
266,Data Scientist,Data&Data,"Paris, France",Non spécifié,"['azure', 'r', 'nosql', 'sql', 'hadoop', 'python']",,,France
267,Data Science lead,Giskard,Anywhere,Non spécifié,"['r', 'tensorflow', 'git', 'python']",,,Anywhere
268,HR Data Analyst (M/F),3510 AIRBUS SAS,Anywhere,Non spécifié,"['r', 'git', 'scala']",,,Anywhere
269,Data Engineer,elobau GmbH & Co. KG,France,Non spécifié,"['r', 'git', 'azure']",,,France
270,ALTERNATE Data Analyst (M/F),Allianz,"Courbevoie, France",Non spécifié,['r'],,,France
271,Stagiaire / Intern NLP Data Scientist : Country Risk,QuantCube Technology,"Paris, France",Non spécifié,"['r', 'nlp']",,,France
272,Chief Data Officer,CXG,"Paris, France",Non spécifié,"['azure', 'tableau', 'r', 'snowflake', 'llm', 'excel', 'sql', 'aws', 'scala', 'python']",,,France
273,Data Product Manager F/H,BeBlocks,"Paris, France",Non spécifié,"['r', 'git']",,,France
274,Analytics Strategy Lead,Roche,"Paris, France   (+5 others)",Non spécifié,"['r', 'excel', 'git']",70.,72.1,France
275,Chemoinformatics Data Engineer  (M/F),Qubit Pharmaceuticals,"Paris, France",Non spécifié,"['gitlab', 'r', 'sql', 'git', 'python']",,,France
276,Manager of Customer Success,Akeneo,"Paris, France   (+3 others)",Non spécifié,"['jira', 'r', 'excel', 'scala', 'git']",,,France
277,Senior Data Business Analyst,K2 Partnering,"Puteaux, France",Non spécifié,"['spark', 'azure', 'r', 'databricks', 'oracle', 'sql']",,,France
278,QAD Data Management Consultant,Next Ventures,"Paris, France",Non spécifié,['non spécifié'],,,France
279,Systems Engineering Tools & Data Manager,SPX Flow,France,Non spécifié,"['azure', 'r', 'sql server', 'excel', 'sql', 'git', 'python']",,,France
280,"HR Data Analyst (m/f), Toulouse",Airbus Group - Airbus Defence & Space,"Toulouse, France",Non spécifié,['r'],63.,72.5,France
281,Data Analyst - apprentice/intern,PayFit,Anywhere,Non spécifié,"['tableau', 'r', 'sql', 'git', 'python']",,,Anywhere
282,Data Visualization and Analytics Lead - All Genders,(0122) Sanofi Winthrop Industrie,Anywhere,Non spécifié,"['azure', 'tableau', 'r', 'excel', 'aws', 'scala', 'git', 'python']",,,Anywhere
283,Data Engineer (H/F),Thales,"Brest, France",Non spécifié,"['spark', 'kanban', 'kafka', 'r', 'docker', 'elasticsearch', 'cassandra', 'sql', 'git', 'hadoop', 'python']",,,France
284,Surveyor/Field Data Analyst,TSMG,"Rouen, France",Non spécifié,"['r', 'excel']",,,France
285,Data Analyst,Vision India,France  (+1 other),Non spécifié,['r'],,,France
286,Data Architect Lead,AXA Group,"Paris, France",Non spécifié,['r'],,,France
287,Director of Product Management - Data Science,Dataiku,Anywhere,Non spécifié,"['r', 'dataiku', 'aws']",,,Anywhere
288,Data Architect - Senior,Alter Solutions,"Paris, France",Non spécifié,"['r', 'databricks', 'powerbi', 'spark']",,,France
289,"Data, Low Code & Automations Intern (Sustainability)",Greenly,"Paris, France",Non spécifié,"['r', 'sql', 'scala']",,,France
290,Software Engineer Intern - Data Drift at Large (MLOps),Dataiku,"Paris, France",Non spécifié,"['r', 'llm', 'dataiku', 'python']",,,France
291,Data Governance Analyst,Citigroup,"Paris, France",Non spécifié,"['r', 'excel']",,,France
292,"Lead Data Scientist, Insurance Industry - BCG X",Boston Consulting Group,"Paris, France   (+9 others)",Non spécifié,"['spark', 'r', 'scala', 'git', 'python']",,,France
293,"Data Engineer, Wirtschaftsinformatiker/in",elobau GmbH & Co. KG,"Paris, France",Non spécifié,"['r', 'git', 'azure']",,,France
294,Data Analytics Manager - Safer Gaming H/F,Betclic Group,Anywhere,Non spécifié,"['tableau', 'r', 'airflow', 'snowflake', 'excel', 'sql', 'git', 'python']",,,Anywhere
295,Surveyor/Field Data Analyst,TSMG,"Rouen, France",Non spécifié,"['r', 'excel']",,,France
296,Data Curation Engineer,Owkin,"Paris, France",Non spécifié,"['r', 'excel', 'sql', 'git', 'python']",,,France
297,Chef de projet data,Enel X,"Île-de-France, France",Non spécifié,['r'],,,France
298,Junior Data Engineer,Constellium,France,Non spécifié,"['azure', 'r', 'sql', 'git', 'python']",,,France
299,Data Engineer (H/F),Thales,"Antibes, France",Non spécifié,"['spark', 'azure', 'gcp', 'kafka', 'r', 'mongodb', 'nosql', 'cassandra', 'oracle', 's3', 'sql', 'aws', 'scala', 'hadoop']",,,France
300,"Senior Product Manager, Data Products & Services at Mobilisights",Stellantis,"Poissy, France",Non spécifié,"['r', 'git']",,,France
301,Data Privacy Analyst,AXA Group,"Paris, France",Non spécifié,"['r', 'aws']",,,France
302,Clinical Data Manager (H/F),FR10093-ALSINT AIR LIQUIDE SANTE INTERNATIONAL,Anywhere,Non spécifié,"['r', 'excel', 'git']",,,Anywhere
303,Surveyor/Field Data Analyst,TSMG,"Bordeaux, France",Non spécifié,"['r', 'excel']",,,France
304,Data analyst - apprenticeship/internship,PayFit,"Paris, France",Non spécifié,"['tableau', 'r', 'excel', 'sql', 'python']",,,France
305,Data Scientist Intern,Dassault Systèmes,"Vélizy-Villacoublay, France",Non spécifié,"['generative ai', 'r', 'nlp', 'llm', 'excel', 'git', 'python']",,,France
306,Confirmed Data Analyst - Data Capabilities,BlaBlaCar,Anywhere,Non spécifié,"['tableau', 'r', 'excel', 'sql']",,,Anywhere
307,Data Scientist,ENGIE Laborelec,"Orléans, France",Non spécifié,"['r', 'git', 'python']",,,France
308,Stagiaire / Intern NLP Data Scientist : Country Risk,QuantCube Technology,"Paris, France",Non spécifié,"['r', 'nlp']",,,France
309,Senior Data Engineer,Teads,"Montpellier, France",Non spécifié,"['spark', 'kafka', 'r', 'aws', 'nosql', 'cassandra', 'sql', 'scala']",,,France
310,Data Analyst - Innovation / Digital / Projet / Organisation - La...,Societe Generale,France,Non spécifié,"['r', 'git', 'spark', 'python']",,,France
311,Climate & Life Cycle Analysis Manager (F/M/X),Mars,"Aimargues, France",Non spécifié,['r'],,,France
312,Business Performance and Data Insights Manager - Europe CEO Office,Visa,"Paris, France",Non spécifié,"['tableau', 'r', 'excel', 'powerbi', 'sql', 'git']",32.,74.1,France
313,Data analyste (H/F),Systra,"Paris, France",Non spécifié,"['spark', 'tensorflow', 'tableau', 'r', 'sql server', 'excel', 'sql', 'aws', 'git', 'keras', 'python']",,,France
314,Investment & Finance Data Analyst,AXA Group,"Puteaux, France",Non spécifié,"['r', 'python']",,,France
315,"Data Analyst, Lyft Media",Lyft,"Flexanville, France",Non spécifié,"['jira', 'tableau', 'r', 'excel', 'sql', 'git']",,,France
316,Internship - Data Analysis H/F,Malt,Anywhere,Non spécifié,"['r', 'generative ai', 'sql', 'python']",,,Anywhere
317,Fraud Investigations Data Analyst,Stripe,"Paris, France",Non spécifié,"['r', 'sql', 'python']",,,France
318,Global Digital Measurement and Data Lead,Phifer & Company,"Paris, France",Non spécifié,"['r', 'git']",,,France
319,STAGE - Data Visualisation (H/F),Engie,"Saint-Denis, France",Non spécifié,['r'],,,France
320,Data Scientist - Apprentice,FR01 VALEO MANAGEMENT SERVICES,Anywhere,Non spécifié,"['r', 'excel', 'sql', 'python']",,,Anywhere
321,Internship - Financial Data Analyst - (M/F) - January 2024,AXA Group,"Puteaux, France",Non spécifié,"['r', 'excel']",,,France
322,Remote Data Entry Specialist at The Elite Job,HR Admin,Anywhere,Non spécifié,"['r', 'excel']",,,Anywhere
323,Software Engineer Python / Vue JS,Akeneo,"Paris, France  (+1 other)",Non spécifié,"['jira', 'r', 'git', 'kubernetes', 'python']",,,France
324,Stagiaire Data Analyst,Thales,"Moirans, France",Non spécifié,"['r', 'sql', 'python']",,,France
325,Manager Data Platform,Audemars Piguet,"Saint-Maurice-Crillat, France",Non spécifié,"['r', 'excel']",,,France
326,Construction Schedule Manager,DATA4 - Smart Data Centers at Scale,"Marcoussis, France",Non spécifié,"['r', 'excel', 'oracle']",,,France
327,Senior Data Engineer,Teads,"Montpellier, France",Non spécifié,"['spark', 'kafka', 'r', 'aws', 'nosql', 'cassandra', 'sql', 'scala']",,,France
328,Data Science - stage,OTOQI,"Paris, France",Non spécifié,"['r', 'git']",,,France
329,Senior Data Manager - Promotion & Pricing,Pernod Ricard SA,Anywhere,Non spécifié,"['tableau', 'r', 'git']",,,Anywhere
330,Data Application Management,State Street,"Munich, Germany",Non spécifié,"['r', 'excel']",,,Germany
331,Data & AI Strategist,Databricks,"Munich, Germany",Non spécifié,"['spark', 'azure', 'r', 'databricks', 'aws', 'git']",,,Germany
332,Internship: Data Management (f/m/div)*,Infineon Technologies,Anywhere,Non spécifié,"['tableau', 'r', 'llm', 'excel', 'git']",,,Anywhere
333,Director Data Governance,10001250 - Associate Director Informatician,"Munich, Germany",Non spécifié,"['r', 'jira', 'aws']",,,Germany
334,Data Analyst - e-domizil [German-speaking] (m/f/d),HomeToGo,"Münster, Germany",Non spécifié,"['tableau', 'r', 'excel', 'sql', 'powerbi', 'python']",,,Germany
335,"Director, Data & Analytics Consulting - Machine...",EPAM Systems,"Munich, Germany",Non spécifié,"['tensorflow', 'r', 'llm', 'excel', 'transformers', 'pytorch', 'git', 'python']",,,Germany
336,PreMaster Program - Digitalization in the Field of Data Science,Robert Bosch GmbH,Anywhere,Non spécifié,"['r', 'spark', 'python']",,,Anywhere
337,Associate Director* Commercial Data,BioNTech,"Mainz, Germany",Non spécifié,"['r', 'git']",,,Germany
338,Working Student - Enterprise Data Office (m/f/d),AZGROUPPROD,"Frankfurt, Germany",Non spécifié,"['r', 'excel', 'sql', 'python']",,,Germany
339,Presales Data Architect - GCP,Rackspace,"Munich, Germany",Non spécifié,"['spark', 'r', 'bigquery', 'mysql', 'excel', 'oracle', 'sql']",,,Germany
340,Global HR Data Protection Manager (all genders),Beiersdorf AG,"Hamburg, Germany",Non spécifié,"['r', 'excel', 'git', 'aws']",,,Germany
341,Principal Research Engineer – Data and AI Systems (m/f/d),Huawei Research Center Germany & Austria,"Munich, Germany",Non spécifié,"['tensorflow', 'azure', 'r', 'llm', 's3', 'aws', 'pytorch']",,,Germany
342,Data Collector - remote,TripActions,"Berlin, Germany",Non spécifié,['r'],,,Germany
343,Data Privacy Expert CEC (m/w/d),bioMerieux SA Career Site - MULTI-LINGUAL,"Nürtingen, Germany",Non spécifié,"['r', 'aws']",,,Germany
344,Data Officer SSBI- Managing Director,State Street,"Munich, Germany",Non spécifié,"['r', 'excel']",,,Germany
345,Senior Manager Data Strategy - German speaking,Publicis Sapient,"Frankfurt, Germany",Non spécifié,"['r', 'git']",,,Germany
346,Internship in the field of Data Analytics/Data Science at...,Mercedes-Benz AG,"Sindelfingen, Germany",Non spécifié,"['spark', 'tensorflow', 'r', 'databricks', 'llm', 'pyspark', 'pandas', 'sql', 'pytorch', 'git', 'numpy', 'python']",10.,75.6,Germany
347,Big Data Engineer - remote - German - long term contract,K2 Partnering,"Hirschau, Germany",Non spécifié,"['gitlab', 'java', 'gcp', 'kafka', 'terraform', 'r', 'docker', 'bigquery', 'jenkins', 'excel', 'sql', 'scala', 'git', 'kubernetes', 'python']",,,Germany
348,Research assistant (m/f/d) as data curator for PANGAEA,Helmholtz Association of German Research Centres,Germany,Non spécifié,['r'],,,Germany
349,Academic Expert (f/m/x) in Data Management,Universität zu Köln,"Cologne, Germany",Non spécifié,"['r', 'excel']",,,Germany
350,Internship (all genders) Global Market Data and Artificial...,BNP Paribas Corporate & Institutional Banking,"Frankfurt, Germany",Non spécifié,"['r', 'tensorflow', 'keras']",,,Germany
351,(Senior) People Data Analyst (m/w/x),Grover,"Berlin, Germany",Non spécifié,"['r', 'excel', 'dash']",,,Germany
352,Data Entry Clerk,Hanns R. Neumann Stiftung,"Hamburg, Germany",Non spécifié,"['r', 'excel']",,,Germany
353,"Senior Java Engineer, Data Integration",Workato,"Berlin, Germany",Non spécifié,"['java', 'azure', 'rest api', 'kafka', 'r', 'docker', 'sql server', 'postgresql', 'oracle', 'sql', 'aws', 'kubernetes']",,,Germany
354,Director Core Data - Hamburg or Remote,FREE NOW,"Hamburg, Germany",Non spécifié,"['kafka', 'tableau', 'r', 'airflow', 'docker', 'databricks', 'elasticsearch', 'postgresql', 'mlflow', 'excel', 'sql', 'aws', 'git', 'kubernetes']",,,Germany
355,Senior Data Engineer (m/f/d),mrge - commerce advertising,"Berlin, Germany",Non spécifié,"['gcp', 'r', 'airflow', 'sql', 'aws', 'python']",,,Germany
356,Data Engineer - Data Foundation Squad (x/f/m),SellerX,"Berlin, Germany",Non spécifié,"['r', 'airflow', 'snowflake', 'sql', 'java', 'python']",,,Germany
357,Clinical Data Team Lead - Home Based (m/w/d) in Germany,IQVIA,"Frankfurt, Germany",Non spécifié,"['r', 'excel', 'gcp', 'scala']",,,Germany
358,Senior Data Scientist,TRM Labs,"Berlin, Germany",Non spécifié,"['r', 'excel', 'sql', 'git', 'python']",,,Germany
359,ERP23 SAP Data Life Cycle Technical Specialist,Airbus,"Manching, Germany",Non spécifié,"['r', 'excel', 'git', 'aws']",63.,72.5,Germany
360,Data Solutions Architect and Manager (m/f/d),Umicore,"Hanau, Germany",Non spécifié,"['azure', 'r', 'databricks', 'sql server', 'excel', 'sql', 'scala', 'azure data factory', 'git']",,,Germany
361,Senior Data Scientist,TRM Labs,"Berlin, Germany",Non spécifié,"['r', 'excel', 'sql', 'git', 'python']",,,Germany
362,(Senior) Business Data Analyst - E2E Data Model (m/w/d),E.ON,"Munich, Germany",Non spécifié,"['r', 'git']",,,Germany
363,Data Engineer,SumUp,Germany,Non spécifié,"['spark', 'generative ai', 'streamlit', 'kafka', 'r', 'snowflake', 'mlflow', 'cassandra', 'excel', 'pyspark', 's3', 'sql', 'aws', 'git', 'kubernetes', 'python']",,,Germany
364,Senior Big Data Engineer (f/m/x) Hadoop & Cloud,0010 Deutsche Bank Aktiengesellschaft,Anywhere,Non spécifié,"['spark', 'gcp', 'r', 'bigquery', 'nosql', 'excel', 'sql', 'hadoop', 'java', 'python']",,,Anywhere
365,"Technical Architect, Solution Engineering (Different levels...",Salesforce,"Jena, Germany   (+6 others)",Non spécifié,"['generative ai', 'azure', 'tableau', 'r', 'databricks', 'snowflake', 'powerbi', 'sql', 'git', 'java', 'python']",,,Germany
366,Intern (m/f/d) - Data Analytics,Alvarez and Marsal,"Frankfurt, Germany",Non spécifié,"['tableau', 'r', 'excel', 'vba', 'sql', 'python']",,,Germany
367,Internship in the field of Data Analytics/Data Science at...,Mercedes-Benz AG,"Sindelfingen, Germany",Non spécifié,"['spark', 'tensorflow', 'r', 'databricks', 'llm', 'pyspark', 'pandas', 'sql', 'pytorch', 'git', 'numpy', 'python']",10.,75.6,Germany
368,Data Analytics Consultant (Retail & CPG) (m/f/d),EPAM Systems,Germany,Non spécifié,"['r', 'git']",,,Germany
369,Master Data Intern (in Procurement),INEOS Automotive,Germany,Non spécifié,['r'],,,Germany
370,Working student (f/m/d)  - Data Center,IONOS SE,"Karlsruhe, Germany",Non spécifié,"['r', 'llm', 'sas']",,,Germany
371,Senior Data Engineer (Experimentation Platform),GetYourGuide,Anywhere,Non spécifié,"['spark', 'kafka', 'r', 'excel', 'scala', 'hadoop', 'python']",,,Anywhere
372,Data Scientist (f/m/d) - Process Development,NexWafe,"Freiburg im Breisgau, Germany",Non spécifié,"['r', 'python']",,,Germany
373,Global Distribution Data Product Owner (m/f/d),Allianz,Germany,Non spécifié,"['r', 'git']",,,Germany
374,ESG Data Consolidation and Impact Valuation Analyst (d/f/m),Novartis,Germany,Non spécifié,"['r', 'sas', 'dash']",85.,71.4,Germany
375,Intern (m/f/d) Equity Index Engineering – Market Data Research,Solactive AG,"Frankfurt, Germany",Non spécifié,"['r', 'excel']",,,Germany
376,"Data Scientist, Global Selling",Stripe,"Berlin, Germany",Non spécifié,"['spark', 'r', 'sql', 'aws', 'scala', 'python']",,,Germany
377,Data Engineer,SumUp,Germany,Non spécifié,"['spark', 'generative ai', 'streamlit', 'kafka', 'r', 'snowflake', 'mlflow', 'cassandra', 'excel', 'pyspark', 's3', 'sql', 'aws', 'git', 'kubernetes', 'python']",,,Germany
378,Location Data Specialist,TSMG,"Ingolstadt, Germany",Non spécifié,['r'],,,Germany
379,AI Platform Expert (m/f/d),KION Information Management Services GmbH (MH-D-KIM),Anywhere,Non spécifié,"['generative ai', 'azure', 'gcp', 'r', 'databricks', 'excel', 'sql', 'aws', 'dash', 'python']",,,Anywhere
380,Intern/WS - Product Data Science,Celonis,"Munich, Germany",Non spécifié,"['r', 'pandas', 'sql', 'aws', 'git', 'python']",,,Germany
381,Work at Home Data Entry Clerk,Toward Jobs Online,"Hamburg, Germany",Non spécifié,"['r', 'excel']",,,Germany
382,Senior Data Scientist,Masentó Group,"Berlin, Germany",Non spécifié,"['tableau', 'r', 'docker', 'matplotlib', 'pandas', 'powerbi', 'git', 'numpy', 'python']",,,Germany
383,Working student – Data Labeling,Caresyntax,Anywhere,Non spécifié,['r'],,,Anywhere
